z_firn,est_yr,cond,h2o2,nh4,hno3,BCconc3.0,acid,Na,Mg,S,Ca,Mn,Al,Rb,Sr,Ce,Pb,U
275.31,797.249,147.854002,1.40335,0.077408,1.7227,0.349736,2.211642,26.753099,4.28332,20.8867,8.19721,0.065708,1.929855,0.003359,0.054365,0.002884,-0.999,0.000206
275.32999,797.135,155.823333,1.400556,0.073417,1.588058,0.322122,2.219165,31.805134,4.67463,20.965901,8.193463,0.066251,1.251667,0.002812,0.058692,0.002755,-0.999,0.000318
275.35001,797.021,161.135557,1.606009,0.05395,1.319331,0.274672,2.191758,34.738833,4.892457,19.908133,7.85437,0.06666,1.167235,0.005665,0.059165,0.002681,-0.999,0.000319
275.37,796.939,155.417778,1.915961,0.043683,1.12664,0.302995,2.106111,29.585434,4.308903,17.056133,6.384303,0.057148,2.15948,0.004961,0.052123,0.002482,-0.999,0.000207
275.39001,796.865,139.248887,2.195603,0.04556,1.106391,0.217746,1.985536,22.151733,3.483627,15.991233,4.422633,0.047902,1.782477,0.002201,0.041337,0.002165,-0.999,0.000257
275.41,796.791,123.877779,2.418738,0.046896,1.140547,0.234337,1.880813,15.0866,2.582813,16.498433,3.068153,0.037303,0.937609,0.001418,0.031222,0.001798,-0.999,0.00028
275.42999,796.716,124.864,2.624679,0.050962,1.13112,0.295075,1.823484,9.235983,1.846307,16.784,2.208327,0.02846,0.787656,0.001172,0.020165,0.001519,-0.999,0.000123
275.45001,796.642,127.508889,2.816751,0.057132,1.113715,0.268887,1.822254,6.06701,1.16043,16.6118,1.875525,0.020613,0.585232,0.000602,0.014082,0.001565,-0.999,0.000113
275.47,796.568,123.0075,3.003286,0.06495,1.159877,0.292518,1.831057,3.753047,0.849797,16.0154,1.613777,0.016508,0.385611,0.000432,0.011132,0.001597,-0.999,0.000143
275.48999,796.493,115.674,3.232587,0.077644,1.341896,0.443731,1.830932,1.991203,0.704661,14.496967,1.553063,0.019513,0.346001,0.000414,0.009627,0.001339,-0.999,0.000097
275.51001,796.419,115.141111,3.430832,0.107081,1.618101,0.658367,1.864973,1.49211,0.677822,13.331867,1.7244,0.021809,0.335541,0.000184,0.010587,0.001328,-0.999,0.000076
275.53,796.345,122.10125,3.539161,0.152409,1.869187,1.14851,1.943786,1.719497,0.763541,12.752967,2.489423,0.025903,0.403391,0.000437,0.014241,0.001513,-0.999,0.000207
275.54999,796.271,130.207,3.519328,0.189002,2.005016,1.29204,2.051019,2.666087,1.12108,13.903833,3.75733,0.040346,0.955482,0.001458,0.021619,0.001875,-0.999,0.000219
275.57001,796.196,136.532221,3.357439,0.17879,1.967967,1.098788,2.143742,5.248097,1.651053,15.558,5.247523,0.058086,1.615103,0.001962,0.033489,0.00224,-0.999,0.000173
275.59,796.122,140.41889,3.161843,0.133451,1.845413,0.570611,2.17136,9.102263,2.20473,16.9314,7.026087,0.071055,1.110998,0.001398,0.047524,0.002806,-0.999,0.000237
275.60999,796.048,142.848997,3.076363,0.102642,1.702931,0.380907,2.166353,10.228023,2.60061,17.426666,8.188537,0.070596,1.16832,0.00725,0.059455,0.002979,-0.999,0.0003
275.63,795.966,138.502221,3.226516,0.091596,1.54964,0.358179,2.127363,11.053833,2.746077,16.775567,8.135693,0.067736,1.41946,0.019968,0.064844,0.003048,-0.999,0.000334
275.64999,795.873,136.84556,3.42109,0.101468,1.450253,0.434529,2.082971,10.202353,2.52792,16.207566,6.85421,0.057622,1.555167,0.010333,0.060601,0.002917,-0.999,0.000289
275.67001,795.780,136.122999,3.564429,0.151058,1.412821,0.522712,2.024939,7.831013,2.275597,15.247933,5.437553,0.047999,1.819757,0.004982,0.047084,0.002589,-0.999,0.000279
275.69,795.687,122.547779,3.720226,0.215628,1.408359,0.367344,1.964925,5.11023,1.913417,14.621833,4.00136,0.041937,2.010993,0.004629,0.033543,0.00225,-0.999,0.000265
275.70999,795.593,111.133333,3.877962,0.268484,1.46334,0.381037,1.924813,2.88561,1.317513,13.7124,3.135847,0.039489,1.387417,0.004053,0.025998,0.00236,-0.999,0.000277
275.73001,795.500,112.926,3.939807,0.254402,1.627467,0.473818,1.951361,2.128417,1.213353,14.0752,3.44354,0.041307,1.48678,0.003584,0.025764,0.002528,-0.999,0.0002
275.75,795.407,124.825,3.797166,0.203044,1.859182,0.982633,2.093786,2.815113,1.566327,16.2943,5.25554,0.061014,2.046067,0.003467,0.032735,0.002673,-0.999,0.000195
275.76999,795.313,138.554,3.550634,0.230356,2.139162,1.34328,2.310411,4.383473,2.18912,20.111199,7.762653,0.093452,1.714811,0.002688,0.047612,0.00329,-0.999,0.000269
275.79001,795.220,149.256669,3.105006,0.312904,2.379129,1.483959,2.514452,6.363063,2.905063,24.482133,10.893,0.112152,1.505513,0.003028,0.066589,0.009233,-0.999,0.000337
275.81,795.127,158.486666,2.565406,0.33967,2.453465,1.040064,2.665434,8.688853,3.65475,28.914733,13.563333,0.142112,1.835045,0.00361,0.082767,0.009629,-0.999,0.000337
275.82999,795.034,170.966001,2.056258,0.283207,2.265991,1.035505,2.736364,9.587417,4.07284,31.473467,14.3438,0.167286,2.734367,0.004409,0.094802,0.007618,-0.999,0.000426
275.85001,794.937,173.85889,1.783811,0.175329,1.881122,0.896498,2.74735,8.567686,3.865823,30.9559,13.228267,0.151784,3.389953,0.012874,0.097843,0.007576,-0.999,0.000585
275.87,794.838,161.013334,1.997493,0.10988,1.719918,1.372606,2.688268,6.790453,3.16072,28.6104,10.62149,0.121859,3.563577,0.019022,0.084818,0.041842,-0.999,0.000643
275.89001,794.739,151.071998,2.313247,0.100066,1.731177,0.63213,2.595854,4.71512,2.61869,26.056634,8.11787,0.097849,4.333423,0.013276,0.062978,0.05884,-0.999,0.000612
275.91,794.640,147.25875,2.333212,0.092739,1.788261,0.252502,2.52155,2.88199,2.137015,23.5147,6.194675,0.075004,4.55543,0.009834,0.04314,0.004354,-0.999,0.000544
275.92999,794.542,145.575001,1.980494,0.073592,1.831115,0.246958,2.4926,2.780975,2.10887,22.91845,5.590245,0.079829,2.649577,0.00802,0.032331,0.004223,-0.999,0.000461
275.95001,794.443,148.067778,1.436337,0.080356,1.843403,0.341319,2.497418,5.158157,2.611913,24.157667,6.592517,0.090588,2.06654,0.007283,0.033349,0.004364,-0.999,0.000444
275.97,794.344,149.219999,1.044792,0.096092,1.871966,0.40408,2.541409,8.5245,3.139885,25.991999,7.222935,0.099564,2.09382,0.005871,0.040195,0.004568,-0.999,0.000449
275.98999,794.245,149.646,1.024934,0.111756,1.862537,0.594412,2.609173,13.950134,3.967193,27.871466,8.14854,0.101172,2.37262,0.009533,0.048213,0.004489,-0.999,0.000469
276.01001,794.146,156.68889,1.403382,0.120893,1.756986,0.913026,2.696276,22.163467,4.83827,30.1503,9.298907,0.108533,2.232013,0.016698,0.055323,0.004301,-0.999,0.000404
276.03,794.048,172.032222,2.062161,0.106531,1.595337,0.89949,2.804214,28.005733,5.11141,31.699867,8.914857,0.119579,1.9565,0.00858,0.059591,0.004225,-0.999,0.000345
276.04999,793.957,188.795,2.712148,0.094092,1.490786,1.000405,2.924473,29.686166,4.94242,32.0884,7.502944,0.135362,1.883363,0.00418,0.05538,0.003547,-0.999,0.000324
276.07001,793.874,190.944443,3.196876,0.115268,1.565084,1.10681,3.010757,24.287266,4.167667,30.769433,5.520957,0.071315,1.49605,0.002777,0.044987,0.00309,-0.999,0.000287
276.09,793.791,169.510001,3.568644,0.15781,1.822375,1.066888,3.036677,15.003166,2.978617,27.478633,3.734207,0.044075,1.122386,0.002175,0.03257,0.002558,-0.999,0.000249
276.10999,793.708,151.237,3.880151,0.229812,2.216581,1.796732,3.048013,6.592,1.81416,24.1765,3.052253,0.045625,0.972233,0.001943,0.022579,0.002272,-0.999,0.0002
276.13,793.625,160.555,3.94433,0.352944,2.658614,2.20448,3.16416,2.19732,1.469543,23.949666,2.8676,0.04691,0.976974,0.001429,0.018109,0.002292,-0.999,0.000149
276.14999,793.542,180.690999,3.711218,0.469586,2.989739,3.167478,3.426576,1.551627,1.853,27.761533,4.066157,0.057458,1.463537,0.031712,0.021807,0.002291,-0.999,0.000142
276.17001,793.459,199.740004,3.142744,0.42275,3.176825,2.401468,3.728813,2.734123,2.183253,33.411633,6.722483,0.080538,1.82269,0.020716,0.032103,0.002624,-0.999,0.000199
276.19,793.376,213.5,2.368835,0.267334,3.196939,1.07908,3.935972,5.087347,3.184763,39.831333,9.610053,0.108969,2.18332,0.005396,0.044256,0.003188,-0.999,0.000251
276.20999,793.293,229.606998,1.558118,0.204975,3.115741,0.937019,4.032069,8.50496,3.89602,43.519567,11.788567,0.122422,2.6562,0.004406,0.060917,0.00385,-0.999,0.000307
276.23001,793.209,241.079999,0.977176,0.200386,2.865318,1.04393,3.970241,13.389,4.81599,45.374499,13.6531,0.128953,2.736817,0.004738,0.074413,0.004592,-0.999,0.000391
276.25,793.126,235.651112,0.955646,0.187512,2.54535,1.18684,3.731776,17.807899,5.685097,42.7043,14.103367,0.128603,3.423763,0.005977,0.082764,0.005036,-0.999,0.000393
276.26999,793.043,205.369999,1.39969,0.162899,2.223587,1.174849,3.303871,19.1032,5.51681,34.822533,12.289067,0.118473,5.676063,0.012351,0.084875,0.004796,-0.999,0.000385
276.29001,792.937,159.941111,2.039083,0.165758,1.898531,1.00861,2.757998,16.990467,4.51341,25.995133,9.976123,0.106782,4.459643,0.017898,0.080297,0.004989,-0.999,0.000403
276.31,792.807,131.267777,2.459853,0.257952,1.631591,1.132509,2.287332,14.0806,3.59839,19.7385,7.531727,0.084922,2.31913,0.008923,0.070017,0.004912,-0.999,0.000363
276.32999,792.676,121.263333,2.641443,0.493971,1.508369,1.3342,2.074223,10.877937,2.8566,17.285199,6.754232,0.072379,3.15707,0.006092,0.056683,0.004474,-0.999,0.000297
276.35001,792.545,118.742,2.720071,0.867281,1.593237,1.320636,2.036967,6.92286,2.22951,17.551533,6.962547,0.068778,3.61241,0.008064,0.037395,0.003757,-0.999,0.000389
276.37,792.415,124.441111,2.729466,1.076223,1.832034,1.690028,2.146602,5.838573,2.37099,18.8448,7.176913,0.077206,3.533965,0.008283,0.037255,0.003776,-0.999,0.000394
276.39001,792.284,136.621113,2.666057,0.821057,2.100671,2.786132,2.396552,7.676283,3.343067,22.686234,10.427907,0.121093,3.217303,0.010515,0.048665,0.004335,-0.999,0.000358
276.41,792.153,157.490002,2.399797,0.481382,2.304621,3.607676,2.681964,9.94605,4.618183,26.6721,13.6943,0.151085,3.89361,0.012364,0.06899,0.005495,-0.999,0.000499
276.42999,792.023,176.825999,2.1539,0.266031,2.447799,1.923951,2.944699,9.986797,4.2023,26.2569,11.685767,0.135848,5.75943,0.012789,0.072675,0.006511,-0.999,0.000656
276.45001,791.933,183.26889,2.192876,0.166852,2.582318,1.709216,3.101274,7.442365,3.12182,24.30245,8.490705,0.105376,6.039556,0.020585,0.054265,0.005914,-0.999,0.00059
276.47,791.853,185.858888,2.358722,0.215591,2.672649,2.870798,3.142546,5.271915,2.89712,22.13335,7.29711,0.089398,6.34717,0.022583,0.042985,0.006188,-0.999,0.000677
276.48999,791.773,185.572001,2.550079,0.341826,2.650285,3.625676,3.072559,4.20746,2.91739,19.654633,6.752462,0.088426,7.49528,0.018875,0.042992,0.006919,-0.999,0.001085
276.51001,791.692,170.000001,2.756326,0.388631,2.464464,1.867171,2.883134,3.546313,2.692367,16.4921,7.114103,0.08526,9.68047,0.015739,0.039069,0.008037,-0.999,0.000799
276.53,791.612,148.889999,2.945637,0.292783,2.260822,0.813105,2.590942,2.4178,2.47936,14.194167,6.831136,0.082916,8.479237,0.014806,0.033611,0.004951,-0.999,0.000481
276.54999,791.531,139.773332,2.962585,0.239011,2.111787,0.840266,2.338566,2.148343,2.40282,13.928133,5.940403,0.123781,9.746932,0.021153,0.03499,0.007233,-0.999,0.000427
276.57001,791.451,135.274997,2.846249,0.202314,2.014389,0.472231,2.127608,2.921303,2.858533,13.515967,7.11652,0.168236,9.033117,0.024747,0.039361,0.00973,-0.999,0.000486
276.59,791.370,125.903751,2.749886,0.148826,1.873471,0.325494,2.00753,4.398133,3.442957,12.4757,7.04275,0.135718,6.793893,0.027733,0.040124,0.008345,-0.999,0.000603
276.60999,791.290,118.506,2.639398,0.112777,1.678645,0.414071,1.924979,7.456303,4.012733,13.346733,6.48375,0.149967,10.18328,0.033523,0.039644,0.013572,-0.999,0.000766
276.63,791.209,121.001111,2.48219,0.113531,1.487174,0.63967,1.920243,13.500133,4.592637,15.288233,6.250584,0.105267,9.699569,0.032786,0.042015,0.011584,-0.999,0.000607
276.64999,791.129,128.531112,2.405828,0.122764,1.334432,0.644681,1.983064,23.377566,5.37865,17.548967,6.224501,0.079036,7.990503,0.026291,0.048857,0.006084,-0.999,0.000482
276.67001,791.048,143.696668,2.550945,0.161877,1.270296,0.677575,2.094984,30.7263,6.22594,19.9396,6.366565,0.180121,7.45128,0.02413,0.054164,0.005256,-0.999,0.00081
276.69,790.956,154.955,2.823451,0.270131,1.325751,0.757869,2.176273,29.541467,6.28618,20.056967,6.315983,0.281689,10.6855,0.02601,0.065954,0.007949,-0.999,0.044107
276.70999,790.848,145.269996,3.125818,0.474474,1.423151,0.589989,2.188915,17.955267,5.432383,17.660567,4.999917,0.138035,12.6913,0.028449,0.083208,0.013594,-0.999,0.065464
276.73001,790.740,129.29889,3.414689,0.715222,1.532377,0.535886,2.159352,8.005127,3.681203,16.152933,3.68151,0.066715,14.157279,0.027065,0.041701,0.00779,-0.999,0.000437
276.75,790.632,122.716667,3.638231,0.706752,1.648008,0.566472,2.14163,3.663717,2.947927,15.652,3.205127,0.073911,14.2164,0.027452,0.022246,0.004654,-0.999,0.00037
276.76999,790.524,123.486667,3.723667,0.424143,1.834529,0.744186,2.191963,2.24732,2.605575,15.82495,3.769825,0.069871,11.2685,0.028688,0.023166,0.003866,-0.999,0.000317
276.79001,790.415,133.735001,3.631351,0.23289,2.119993,1.187847,2.333406,3.280693,2.785003,17.692767,5.521917,0.0806,7.546813,0.029562,0.030421,0.012203,-0.999,0.000246
276.81,790.307,150.201107,3.453426,0.217342,2.322211,1.412752,2.533613,7.63351,3.80125,21.269733,9.656633,0.11682,10.645983,0.032921,0.055429,0.030285,-0.999,0.000453
276.82999,790.199,168.002222,3.265833,0.199052,2.349211,1.123779,2.725043,14.922666,5.558057,25.696666,15.167967,0.148224,10.59178,0.025161,0.086069,0.04516,-0.999,0.000526
276.85001,790.091,178.01889,3.225924,0.142672,2.223331,0.677071,2.830245,19.194266,5.914757,26.458666,17.700033,0.142436,7.072797,0.020757,0.107678,0.051012,-0.999,0.000503
276.87,789.985,173.431249,3.385453,0.095908,1.927327,0.684941,2.827468,19.789199,4.74088,23.849751,15.2775,0.112404,7.03696,0.015913,0.107946,0.009052,-0.999,0.000855
276.89001,789.893,164.026664,3.596695,0.087886,1.628957,0.759838,2.753672,15.967733,4.05878,21.9792,11.50098,0.100298,4.99631,0.013433,0.079146,0.005899,-0.999,0.00086
276.91,789.801,155.5875,3.792487,0.110434,1.493514,0.68353,2.64745,9.356996,2.881963,20.735567,8.142267,0.080958,4.24181,0.017659,0.051097,0.002958,-0.999,0.000413
276.92999,789.710,150.297777,3.970953,0.150286,1.534378,0.840675,2.590787,3.76462,1.87349,19.0155,6.243913,0.073062,4.285153,0.018377,0.035273,0.002307,-0.999,0.000386
276.95001,789.618,149.653337,4.133054,0.193049,1.68157,1.039805,2.558173,1.083233,1.374593,16.248034,4.153523,0.062689,4.064749,0.015525,0.02237,0.002318,-0.999,0.000476
276.97,789.526,149.740001,4.282305,0.220889,1.887809,1.469655,2.548165,1.16465,1.412308,14.26715,3.341005,0.040946,3.60437,0.011999,0.016675,0.002792,-0.999,0.000809
276.98999,789.434,150.026,4.35197,0.211068,2.056198,0.843288,2.530794,1.99273,1.341173,13.8982,3.64709,0.037611,3.21722,0.006201,0.014505,0.002394,-0.999,0.000371
277.01001,789.342,151.707504,4.27914,0.178742,2.173119,0.375163,2.508486,3.116997,1.292235,13.209333,3.99495,0.038339,3.50571,0.004317,0.015406,0.002289,-0.999,0.000174
277.03,789.250,148.692501,4.133618,0.150986,2.233875,0.388287,2.468429,4.924043,1.311127,13.109833,3.703587,0.03975,2.929357,0.003256,0.015513,0.002904,-0.999,0.000172
277.04999,789.159,139.598001,3.956617,0.118462,2.241428,0.42735,2.441754,7.582473,1.78126,14.491433,3.360057,0.040453,1.57128,0.003747,0.016951,0.004169,-0.999,0.000167
277.07001,789.067,137.355003,3.765633,0.098515,2.242387,0.36988,2.437381,8.41513,2.09479,15.2136,3.45602,0.040319,1.37276,0.004042,0.019264,0.004921,-0.999,0.000189
277.09,788.968,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999
277.10999,788.848,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999
277.13,788.729,140.337498,3.52173,0.089582,2.240875,0.379606,2.451668,7.64716,2.21586,15.4988,3.62048,0.042829,2.076215,0.004096,0.022025,0.004895,-0.999,0.000314
277.14999,788.609,147.354446,3.408189,0.096838,2.268788,0.488479,2.500829,6.304127,2.276413,16.936301,4.3918,0.047229,1.960063,0.002418,0.02567,0.004944,-0.999,0.000439
277.17001,788.490,154.629998,3.09915,0.144009,2.320723,0.901556,2.594606,6.66691,2.32163,18.815433,6.40666,0.063115,1.650651,0.002492,0.033115,0.004951,-0.999,0.000355
277.19,788.370,160.207778,2.699536,0.209479,2.409918,0.97627,2.671212,9.820687,2.97647,20.06407,7.573093,0.120333,1.751427,0.003352,0.041742,0.0051,-0.999,0.00028
277.20999,788.251,163.160999,2.312609,0.217582,2.390303,0.680761,2.688923,13.3073,3.55011,20.234633,7.720523,0.157098,2.031127,0.004008,0.046863,0.005313,-0.999,0.000307
277.23001,788.131,159.49375,2.248178,0.145813,2.224841,0.599569,2.632352,16.073167,3.538917,19.390667,7.145243,0.101801,2.07614,0.003968,0.047352,0.005706,-0.999,0.000331
277.25,788.012,154.246664,2.447117,0.106672,2.00787,0.627536,2.534663,17.060933,3.387483,19.232533,6.77673,0.075545,2.09242,0.004236,0.04525,0.005364,-0.999,0.000329
277.26999,787.912,153.504442,2.727975,0.12444,1.886459,0.833618,2.462279,15.702633,3.099717,19.431766,6.032437,0.06768,1.81948,0.003687,0.039254,0.004876,-0.999,0.000481
277.29001,787.814,151.865556,2.954468,0.204021,1.934901,1.134446,2.435331,12.168667,2.680597,19.622534,4.46481,0.062706,1.790315,0.002854,0.033062,0.004738,-0.999,0.000826
277.31,787.716,147.988888,3.016493,0.31149,2.057659,0.953922,2.406663,8.137555,2.43188,19.795001,4.56278,0.060104,1.940057,0.006794,0.029752,0.004605,-0.999,0.000618
277.32999,787.619,145.925554,2.922735,0.375172,2.142321,0.978881,2.382617,5.051263,2.184777,19.932001,5.817397,0.060261,1.602237,0.00652,0.030221,0.004403,-0.999,0.000246
277.35001,787.521,142.442224,2.685756,0.308679,2.121366,0.985943,2.33063,2.934973,1.995563,20.635566,6.564573,0.074328,1.6733,0.0052,0.032849,0.004457,-0.999,0.000257
277.37,787.423,138.997779,2.325268,0.220084,2.020242,0.598726,2.26347,2.46894,2.15043,21.0249,7.15955,0.087894,1.962437,0.00621,0.035678,0.004239,-0.999,0.000228
277.39001,787.325,135.891116,1.989848,0.175716,1.854988,0.622535,2.184959,2.940103,2.309593,19.998533,7.532033,0.093446,1.89667,0.004024,0.038648,0.00404,-0.999,0.000272
277.41,787.227,133.424443,1.879701,0.14572,1.708642,0.5308,2.13451,3.947643,2.355647,18.134433,7.672173,0.09151,1.728825,0.003102,0.041461,0.004233,-0.999,0.000358
277.42999,787.130,128.237779,2.028924,0.103042,1.576583,0.465394,2.123693,5.311163,2.43203,18.597766,7.2423,0.095546,1.871757,0.004108,0.04073,0.004228,-0.999,0.000353
277.45001,787.032,127.853332,2.218944,0.085107,1.498929,0.789255,2.146726,6.170933,2.590427,19.658533,6.057233,0.121984,2.366387,0.008548,0.036039,0.004502,-0.999,0.000409
277.47,786.928,136.848891,2.190873,0.109051,1.559635,1.205525,2.222851,6.08771,2.622515,19.763599,4.81803,0.129079,3.598403,0.01351,0.032736,0.005114,-0.999,0.000465
277.48999,786.822,143.541111,2.080825,0.153978,1.757689,1.166672,2.336257,5.159083,2.512533,19.549634,4.390653,0.110112,4.116647,0.00767,0.029785,0.005332,-0.999,0.000388
277.51001,786.716,143.071114,2.060389,0.217597,2.03807,0.818152,2.451618,3.605247,2.109507,19.9551,4.58037,0.103001,1.69263,0.002954,0.021981,0.004648,-0.999,0.00025
277.53,786.610,144.793333,2.101216,0.326824,2.252856,1.07517,2.538841,2.297323,1.84088,21.023933,5.37424,0.098023,1.331477,0.004307,0.026808,0.004726,-0.999,0.000277
277.54999,786.503,153.494443,1.957036,0.487974,2.337225,1.325609,2.60961,2.053733,2.088113,22.749333,7.08771,0.09144,1.466867,0.004681,0.037732,0.00485,-0.999,0.000312
277.57001,786.397,161.086667,1.61116,0.511228,2.279111,1.219011,2.661536,3.072217,2.620467,24.3519,9.97663,0.098667,2.13466,0.004489,0.050665,0.004485,-0.999,0.000294
277.59,786.291,161.223334,1.31325,0.348014,2.141826,0.840405,2.637683,5.133756,3.374097,26.418932,14.4703,0.124151,3.353907,0.004688,0.072238,0.004572,-0.999,0.000463
277.60999,786.185,158.254446,1.276289,0.229785,2.018317,0.774457,2.560472,7.357127,4.283443,27.021066,18.997433,0.156344,4.03436,0.009288,0.102889,0.005759,-0.999,0.000641
277.63,786.078,154.832224,1.471558,0.170586,1.873754,0.75624,2.449547,9.045655,4.380305,26.7003,19.5598,0.178555,4.40526,0.012463,0.117535,0.006115,-0.999,0.000549
277.64999,785.967,151.398888,1.691327,0.122167,1.66864,0.729203,2.344006,9.154557,3.907317,25.3464,16.9179,0.160039,4.459803,0.01216,0.106045,0.005622,-0.999,0.000547
277.67001,785.841,141.431109,1.879934,0.102452,1.474998,0.628534,2.250296,7.201473,3.120173,23.029633,12.158533,0.116329,3.94783,0.008488,0.084893,0.004803,-0.999,0.000451
277.69,785.715,130.455554,2.046858,0.104347,1.451384,0.634865,2.195477,5.027993,2.23978,20.790833,7.934813,0.085564,3.195293,0.009631,0.059418,0.003815,-0.999,0.000376
277.70999,785.589,131.560002,2.067828,0.129733,1.557385,0.898666,2.209768,3.758277,2.17787,21.344066,6.808387,0.073725,1.92359,0.00798,0.044576,0.003246,-0.999,0.000315
277.73001,785.463,136.242222,1.86584,0.15901,1.721156,1.102163,2.31738,4.06112,2.832257,23.699266,8.634313,0.086644,1.704103,0.007333,0.049981,0.008244,-0.999,0.000286
277.75,785.337,148.35111,1.511142,0.187144,1.839286,1.125663,2.464226,5.36663,3.291627,25.528567,11.0874,0.102162,2.01433,0.006239,0.060318,0.018348,-0.999,0.000332
277.76999,785.211,164.351818,1.237075,0.178876,1.920679,0.877066,2.570129,6.783943,3.273523,25.3232,11.9193,0.115598,2.170427,0.003932,0.067197,0.009163,-0.999,0.000398
277.79001,785.084,164.117999,1.445728,0.137423,1.940962,0.998403,2.585709,6.599248,2.794608,22.998,9.933947,0.099531,2.430417,0.00573,0.064731,0.004176,-0.999,0.000377
277.81,784.971,155.606999,1.966805,0.141029,1.851582,1.270615,2.519761,5.42224,2.12454,20.198167,6.361283,0.065385,2.70621,0.006365,0.052631,0.002999,-0.999,0.000362
277.82999,784.883,145.751,2.695485,0.186345,1.70011,1.233656,2.354775,3.383283,1.45647,18.248634,4.056723,0.04428,1.627877,0.005159,0.034198,0.00232,-0.999,0.000204
277.85001,784.794,135.171,3.032673,0.190655,1.513709,0.843753,2.218472,1.456317,0.867911,16.186433,2.96389,0.037022,1.121416,0.006059,0.01989,0.002202,-0.999,0.000151
277.87,784.706,124.08,3.271335,0.167466,1.461111,0.839302,2.149087,0.891191,0.820347,14.659725,2.774068,0.044307,1.252737,0.011825,0.017983,0.002422,-0.999,0.00015
277.89001,784.617,125.388184,3.391476,0.221842,1.690004,1.682953,2.181561,1.266872,1.41882,18.042733,4.381197,0.070432,1.72403,0.015303,0.019416,0.004702,-0.999,0.000167
277.91,784.529,138.873331,3.403556,0.449196,2.099433,3.339784,2.33262,2.62939,2.14733,21.747601,7.65956,0.110904,3.314807,0.007049,0.029771,0.005194,-0.999,0.000256
277.92999,784.441,156.266365,3.377223,0.883169,2.409578,5.803618,2.510364,3.812613,2.894307,24.427899,12.610327,0.150078,4.398288,0.006786,0.064678,0.005048,-0.999,0.000479
277.95001,784.352,162.808001,3.387664,0.882786,2.309354,3.326064,2.585613,7.012273,3.992413,26.488501,22.7949,0.222079,4.624913,0.017204,0.123866,0.006433,-0.999,0.000786
277.97,784.264,153.673334,3.448228,0.251046,2.034394,0.623712,2.560147,11.287667,5.114063,25.955866,31.054734,0.254642,5.67649,0.023362,0.172051,0.00747,-0.999,0.001024
277.98999,784.176,159.902726,3.503217,0.090195,1.908883,0.755545,2.508246,13.217667,5.222137,23.3697,30.1574,0.211675,5.519607,0.019973,0.184603,0.009031,-0.999,0.00124
278.01001,784.087,160.457,3.562229,0.080348,1.923384,0.887241,2.48723,13.756367,4.540953,18.563333,20.923133,0.190255,4.944017,0.030965,0.145787,0.00775,-0.999,0.00104
278.03,783.998,149.015003,3.659839,0.08251,2.063846,1.11806,2.469427,13.150733,4.021943,14.463933,11.801577,0.141874,3.812913,0.017619,0.084461,0.005195,-0.999,0.00062
278.04999,783.877,143.210908,3.756932,0.086416,2.29141,1.140927,2.465315,11.63305,3.631545,13.03325,6.519092,0.086981,3.93562,0.009682,0.05168,0.004517,-0.999,0.000383
278.07001,783.755,151.437998,3.885246,0.08611,2.416111,0.590344,2.51506,10.09583,2.414203,12.466358,3.210557,0.049743,2.668127,0.00449,0.029238,0.004825,-0.999,0.000233
278.09,783.633,157.691111,4.047922,0.090782,2.401295,0.37912,2.587812,7.1978,1.384273,12.727967,1.777143,0.037269,2.368123,0.002848,0.016853,0.002878,-0.999,0.000182
278.10999,783.511,155.71818,4.219696,0.126852,2.420229,0.493834,2.629245,2.99862,0.8095,13.43995,1.308322,0.023166,1.458782,0.002427,0.010471,0.001674,-0.999,0.000144
278.13,783.389,153.102003,4.312698,0.187214,2.616031,0.783887,2.649202,1.649753,0.547045,13.6806,1.39384,0.018965,1.116087,0.001997,0.008336,0.001363,-0.999,0.000119
278.14999,783.267,154.355001,4.25678,0.194856,2.863086,0.624762,2.656401,2.678927,0.749522,13.6644,1.930697,0.058997,0.581485,0.006033,0.009143,0.00186,-0.999,0.000109
278.17001,783.146,157.445,4.079253,0.120426,2.89988,0.35442,2.656894,4.89678,1.2032,13.9297,2.59326,0.08642,0.699266,0.007837,0.010369,0.003017,-0.999,0.000104
278.19,783.024,160.065998,3.808156,0.117532,2.640966,0.446997,2.634663,6.14358,1.7536,14.29105,3.345345,0.052044,0.999643,0.007063,0.016073,0.002462,-0.999,0.000123
278.20999,782.934,-0.999,3.65401,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,1.88707,0.008616,0.02201,0.002222,-0.999,0.000161
278.23001,782.851,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999
278.25,782.769,152.487996,3.583922,0.131015,2.352292,0.538451,2.58628,4.71855,1.73661,14.7056,3.55261,0.055263,1.91905,0.009319,0.024003,0.002303,-0.999,0.000191
278.26999,782.687,143.904001,3.37479,0.136599,2.082125,0.617288,2.546956,3.255947,1.601197,15.534733,3.295987,0.067739,2.467123,0.007216,0.022843,0.00281,-0.999,0.000227
